filename,basename,genre_selfascription,genre
braun-von-braunthal-das-nachtlager-von-granada.xml,braun-von-braunthal-das-nachtlager-von-granada,Romantische Oper in zwei Aufzügen,
zedlitz-herr-und-sklave.xml,zedlitz-herr-und-sklave,Trauerspiel in zwei Aufzügen,Trauerspiel
eckardt-die-vergiftete-traube.xml,eckardt-die-vergiftete-traube,"Ein Trauerspiel in Einem Aufzuge, Mit doppelter Katastrophe. Wie es auf
          dem Prager Nationaltheater nicht aufgeführt worden",Trauerspiel
raimund-der-barometermacher-auf-der-zauberinsel.xml,raimund-der-barometermacher-auf-der-zauberinsel,"Zauberposse mit Gesang und Tanz in zwei Aufzügen als Parodie des Märchens:
          Prinz Tutu",
scheerbart-die-puppe-und-die-dauerwurst.xml,scheerbart-die-puppe-und-die-dauerwurst,Ein soziales Drama,
wedekind-hidalla.xml,wedekind-hidalla,Schauspiel in fünf Akten,
nestroy-der-zerrissene.xml,nestroy-der-zerrissene,Posse mit Gesang in drei Aufzügen,
wezel-der-graf-von-wickham.xml,wezel-der-graf-von-wickham,Ein Trauerspiel in Fünf Aufzügen,Trauerspiel
moser-krieg-oder-frieden.xml,moser-krieg-oder-frieden,Dramatische Bagatelle in einem Akt,
essig-der-frauenmut.xml,essig-der-frauenmut,Lustspiel in fünf Aufzügen,Lustspiel
dehmel-die-menschenfreunde.xml,dehmel-die-menschenfreunde,Drama in drei Akten,
schnitzler-die-letzten-masken.xml,schnitzler-die-letzten-masken,Schauspiel in einem Akt,
cronegk-der-misstrauische.xml,cronegk-der-misstrauische,Ein Lustspiel in fünf Aufzügen,Lustspiel
hagemann-ludwig-der-springer.xml,hagemann-ludwig-der-springer,Schauspiel in fünf Aufzügen,
sturz-julie.xml,sturz-julie,Ein Trauerspiel in fünf Aufzügen,Trauerspiel
bretzner-belmont-und-constanze.xml,bretzner-belmont-und-constanze,Eine Operette in drey Akten,
frech-von-ehrimfeld-die-gefahr.xml,frech-von-ehrimfeld-die-gefahr,Eine dramatische Situation,
freytag-graf-waldemar.xml,freytag-graf-waldemar,Schauspiel in fünf Akten,
schlegel-dueval-und-charmille.xml,schlegel-dueval-und-charmille,"Ein bürgerlich Trauerspiel in fünf Aufzügen. Von einem
          Frauenzimmer",Trauerspiel
busoni-doktor-faust.xml,busoni-doktor-faust,,
tieck-der-abschied.xml,tieck-der-abschied,Ein Trauerspiel in zwei Aufzügen,Trauerspiel
benkowitz-die-jubelfeier-der-hoelle.xml,benkowitz-die-jubelfeier-der-hoelle,Ein Drama zum Anfang des neunzehnten Jahrhunderts,
wolfram-faust.xml,wolfram-faust,Ein dramatisches Gedicht in drei Abschnitten,
wedekind-die-zensur.xml,wedekind-die-zensur,Theodizee in einem Akt,
engelke-wala.xml,engelke-wala,,
lenz-der-hofmeister.xml,lenz-der-hofmeister,Eine Komödie,Komödie
weissenthurn-johann-herzog-von-finnland.xml,weissenthurn-johann-herzog-von-finnland,"Schauspiel in fünf Aufzügen, nach der Geschichte, mit den nöthigen
          theatralischen Änderungen",
seemann-dulk-die-waende.xml,seemann-dulk-die-waende,Eine politische Komödie in einem Akte,Komödie
hauptmann-carl-gaukler-tod-und-juwelier.xml,hauptmann-carl-gaukler-tod-und-juwelier,Spiel in fünf Akten,
kotzebue-die-alten-liebschaften.xml,kotzebue-die-alten-liebschaften,Lustspiel in Einem Akt,Lustspiel
laddey-maentelchen-nach-dem-winde.xml,laddey-maentelchen-nach-dem-winde,Lustspiel in einem Akt,Lustspiel
lenz-die-freunde-machen-den-philosophen.xml,lenz-die-freunde-machen-den-philosophen,Eine Komödie,Komödie
seume-miltiades.xml,seume-miltiades,Ein Trauerspiel in fünf Aufzügen,Trauerspiel
schnitzler-das-weite-land.xml,schnitzler-das-weite-land,Tragikomödie in fünf Akten,Tragikomödie
schiller-don-carlos-infant-von-spanien.xml,schiller-don-carlos-infant-von-spanien,Ein dramatisches Gedicht,
halm-der-sohn-der-wildnis.xml,halm-der-sohn-der-wildnis,Dramatisches Gedicht in fünf Akten,
thoma-erster-klasse.xml,thoma-erster-klasse,Bauernschwank in einem Akt,
schiller-die-verschwoerung-des-fiesco-zu-genua.xml,schiller-die-verschwoerung-des-fiesco-zu-genua,Ein republikanisches Trauerspiel,Trauerspiel
hebbel-gyges-und-sein-ring.xml,hebbel-gyges-und-sein-ring,Eine Tragödie in fünf Akten,Tragödie
arnim-halle.xml,arnim-halle,Ein Studentenspiel in drei Aufzügen,
maler-mueller-golo-und-genovefa.xml,maler-mueller-golo-und-genovefa,Ein Schauspiel in fünf Aufzügen,
sachs-ein-comedi-von-dem-reichen-sterbenden-menschen-der-hecastus-genannt.xml,sachs-ein-comedi-von-dem-reichen-sterbenden-menschen-der-hecastus-genannt,hat neunzehen personen und 5 actus zu spielen,
gryphius-carolus-stuardus.xml,gryphius-carolus-stuardus,Trauerspiel,Trauerspiel
laube-die-karlsschueler.xml,laube-die-karlsschueler,,
lessing-der-junge-gelehrte.xml,lessing-der-junge-gelehrte,Ein Lustspiel in drei Aufzügen,Lustspiel
fock-cili-cohrs.xml,fock-cili-cohrs,Irnsthaftig Spill,
schlegel-die-entfuehrte-dose.xml,schlegel-die-entfuehrte-dose,Ein Lustspiel in einem Aufzuge,Lustspiel
koerner-die-blumen.xml,koerner-die-blumen,Ein Spiel in Versen,
iffland-der-spieler.xml,iffland-der-spieler,Ein Schauspiel in fünf Aufzügen,
hofmannsthal-der-abenteurer-und-die-saengerin.xml,hofmannsthal-der-abenteurer-und-die-saengerin,In einem Aufzug (mit einer Verwandlung),
hebbel-siegfrieds-tod.xml,hebbel-siegfrieds-tod,Ein Trauerspiel in fünf Akten,Trauerspiel
lessing-der-freigeist.xml,lessing-der-freigeist,Ein Lustspiel in fünf Aufzügen,Lustspiel
reinhardt-die-braut-des-echos.xml,reinhardt-die-braut-des-echos,Lustspiel in einem Akte,Lustspiel
heyne-die-beiden-billets.xml,heyne-die-beiden-billets,Ein Lustspiel in einem Akt,Lustspiel
anonym-die-weiber-list.xml,anonym-die-weiber-list,Ein Lustspiel in einer Handlung,Lustspiel
wallenrodt-noch-jemands-ankunft-auf-st-helena.xml,wallenrodt-noch-jemands-ankunft-auf-st-helena,Nachspiel in Einem Akt,
kaltneker-die-opferung.xml,kaltneker-die-opferung,Eine Tragödie in vier Akten,Tragödie
gottschedin-die-pietisterey-im-fischbein-rocke.xml,gottschedin-die-pietisterey-im-fischbein-rocke,,
sorge-odysseus.xml,sorge-odysseus,Dramatische Phantasie,
barlach-der-blaue-boll.xml,barlach-der-blaue-boll,Drama,
hauptmann-carl-musik.xml,hauptmann-carl-musik,Spiel in vier Akten,
kaiser-die-koralle.xml,kaiser-die-koralle,Schauspiel in fünf Akten,
dohm-die-ritter-vom-goldenen-kalb.xml,dohm-die-ritter-vom-goldenen-kalb,Lustspiel in 1 Akt,Lustspiel
auffenberg-der-loewe-von-kurdistan.xml,auffenberg-der-loewe-von-kurdistan,"Ein romantisches Schauspiel in fünf Acten. Nach W. Scott's Talisman
          bearbeitet",
schiller-wallensteins-lager.xml,schiller-wallensteins-lager,,
gutzkow-richard-savage.xml,gutzkow-richard-savage,Trauerspiel in fünf Aufzügen,Trauerspiel
brentano-die-gruendung-prags.xml,brentano-die-gruendung-prags,Ein historisch-romantisches Drama,
maler-mueller-fausts-leben-dramatisiert.xml,maler-mueller-fausts-leben-dramatisiert,,
anonym-der-von-der-liebe-betrogene-philosoph.xml,anonym-der-von-der-liebe-betrogene-philosoph,"Ein Lustspiel von einem Aufzuge aus dem Französischen des Herrn Saintfoix
          übersezt",Lustspiel
wagner-siegfried.xml,wagner-siegfried,,
leisewitz-der-besuch-um-mitternacht.xml,leisewitz-der-besuch-um-mitternacht,,
wildgans-armut.xml,wildgans-armut,Ein Trauerspiel in fünf Akten,Trauerspiel
goethe-die-mitschuldigen.xml,goethe-die-mitschuldigen,Ein Lustspiel in einem Akte,Lustspiel
klemm-der-besuch.xml,klemm-der-besuch,Ein Lustspiel in einem Aufzuge,Lustspiel
