filename,basename,genre_selfascription,genre
lessing-miss-sara-sampson.xml,lessing-miss-sara-sampson,Ein Trauerspiel in fünf Aufzügen,Trauerspiel
gronemann-hamans-flucht.xml,gronemann-hamans-flucht,"Ein Purimspiel, in fünf Bildern",
guenderode-nikator.xml,guenderode-nikator,Eine dramatische Skizze in drei Akten,
cornelius-der-barbier-von-bagdad.xml,cornelius-der-barbier-von-bagdad,Komische Oper in zwei Aufzügen,
may-babel-und-bibel.xml,may-babel-und-bibel,Arabische Fantasia in zwei Akten,
borchert-draussen-vor-der-tuer.xml,borchert-draussen-vor-der-tuer,"Ein Stück, das kein Theater spielen und kein Publikum sehen will",
hafner-maegera-die-foerchterliche-hexe.xml,hafner-maegera-die-foerchterliche-hexe,Ein neues Zauberlustspiel,Lustspiel
steltzer-franziska-montenegro.xml,steltzer-franziska-montenegro,Ein Trauerspiel in fünf Aufzügen,Trauerspiel
bossdorf-bahnmeister-dood.xml,bossdorf-bahnmeister-dood,En nedderdüütsch Drama in fief Akten,
babo-arno.xml,babo-arno,Ein militärisches Drama in zween Aufzügen,
moser-das-stiftungsfest.xml,moser-das-stiftungsfest,Schwank in 3 Aufzügen,
krueger-die-candidaten.xml,krueger-die-candidaten,Ein Lustspiel in fünf Handlungen,Lustspiel
bueschel-julus-und-rhea.xml,bueschel-julus-und-rhea,Ein musikalisches Drama in einem Akt,
lessing-nathan-der-weise.xml,lessing-nathan-der-weise,Ein dramatisches Gedicht in fünf Aufzügen,
kotzebue-der-freimaurer.xml,kotzebue-der-freimaurer,Lustspiel in Einem Act,Lustspiel
immermann-merlin.xml,immermann-merlin,Eine Mythe,
scheerbart-das-mirakel.xml,scheerbart-das-mirakel,Eine dramatische Szene,
raimund-die-unheilbringende-zauberkrone.xml,raimund-die-unheilbringende-zauberkrone,Tragisch-komisches Original-Zauberspiel in zwei Aufzügen,
scheerbart-das-dumme-luder.xml,scheerbart-das-dumme-luder,Ein Jupiter-Drama,
beyer-der-hausherr-in-der-klemme.xml,beyer-der-hausherr-in-der-klemme,Ein Spiel in Versen in einem Aufzug,
heyse-don-juans-ende.xml,heyse-don-juans-ende,Trauerspiel in fünf Akten,Trauerspiel
hebbel-kriemhilds-rache.xml,hebbel-kriemhilds-rache,Ein Trauerspiel in fünf Akten,Trauerspiel
klinger-simsone-grisaldo.xml,klinger-simsone-grisaldo,Ein Schauspiel in fünf Akten,
schink-hanswurst-von-salzburg-mit-dem-hoelzernen-gat.xml,schink-hanswurst-von-salzburg-mit-dem-hoelzernen-gat,Historisch Schauspiel in drei Aufzügen,
kleist-der-zerbrochene-krug.xml,kleist-der-zerbrochene-krug,Ein Lustspiel,Lustspiel
hofmannsthal-der-turm.xml,hofmannsthal-der-turm,Ein Trauerspiel in fünf Aufzügen,Trauerspiel
ernst-die-groesste-suende.xml,ernst-die-groesste-suende,Drama in 5 Akten,
schlegel-der-triumph-der-guten-frauen.xml,schlegel-der-triumph-der-guten-frauen,Ein Lustspiel in fünf Aufzügen,Lustspiel
goethe-faust-eine-tragoedie.xml,goethe-faust-eine-tragoedie,Eine Tragödie,Tragödie
raupach-kritik-und-antikritik.xml,raupach-kritik-und-antikritik,Lustspiel in vier Akten,Lustspiel
weidmann-der-dorfbarbier.xml,weidmann-der-dorfbarbier,Komische Oper in einem Akt,
ertler-das-spiel-von-doktor-faust.xml,ertler-das-spiel-von-doktor-faust,Ein deutsches Stück im Volkston in einem Vorspiel und drei Akten,
hafner-die-reisenden-komoedianten.xml,hafner-die-reisenden-komoedianten,Ein Lustspiel von einer Abhandlung,Lustspiel
ayrenhoff-der-postzug.xml,ayrenhoff-der-postzug,Ein Lustspiel in zween Aufzügen,Lustspiel
kleist-penthesilea.xml,kleist-penthesilea,Ein Lustspiel nach Molière,Lustspiel
preusse-herzmutterchen.xml,preusse-herzmutterchen,Lustspiel in einem Act von Dennery und Lemoine,Lustspiel
schlegel-canut.xml,schlegel-canut,Ein Trauerspiel,Trauerspiel
brawe-brutus.xml,brawe-brutus,Ein Trauerspiel in fünf Aufzügen,Trauerspiel
immermann-andreas-hofer.xml,immermann-andreas-hofer,Ein Trauerspiel,Trauerspiel
kotzebue-das-posthaus-in-treuenbrietzen.xml,kotzebue-das-posthaus-in-treuenbrietzen,Lustspiel in einem Akt,Lustspiel
krueger-die-geistlichen-auf-dem-lande.xml,krueger-die-geistlichen-auf-dem-lande,Ein Lustspiel in drey Handlungen,Lustspiel
gottsched-atalanta.xml,gottsched-atalanta,"Ein Schäferspiel, in fünf Aufzügen",
solbrig-die-dorfschule.xml,solbrig-die-dorfschule,Eine charakteristische Posse in einem Akte,
grabbe-napoleon.xml,grabbe-napoleon,Ein Drama in fünf Aufzügen,
sudermann-der-bettler-von-syrakus.xml,sudermann-der-bettler-von-syrakus,Tragödie in fünf Akten und einem Vorspiel,Tragödie
borkenstein-der-bookesbeutel.xml,borkenstein-der-bookesbeutel,Ein Lustspiel von Drey Aufzügen,Lustspiel
scheerbart-die-welt-geht-unter.xml,scheerbart-die-welt-geht-unter,Ein Tableau,
schlegel-alarcos.xml,schlegel-alarcos,Ein Trauerspiel in zwei Aufzügen,Trauerspiel
schuetz-die-katze-laesst-das-mausen-nicht.xml,schuetz-die-katze-laesst-das-mausen-nicht,"Sprüchwort in einem Aufzuge, als Fortsetzung des Bauernguts",
alberti-brot.xml,alberti-brot,Ein soziales Schauspiel in fünf Akten,
gerstenberg-ugolino.xml,gerstenberg-ugolino,Eine Tragödie in fünf Aufzügen,Tragödie
ebner-eschenbach-maennertreue.xml,ebner-eschenbach-maennertreue,Lustspiel in vier Aufzügen. Nach einer Novelle des Bandello,Lustspiel
moritz-blunt-oder-der-gast.xml,moritz-blunt-oder-der-gast,Ein Schauspiel in einem Aufzuge,
blumenthal-im-weissen-roessl.xml,blumenthal-im-weissen-roessl,Lustspiel in drei Aufzügen,Lustspiel
gottsched-der-sterbende-cato.xml,gottsched-der-sterbende-cato,Ein Trauerspiel,Trauerspiel
guenderode-der-kanonenschlag.xml,guenderode-der-kanonenschlag,Ein heroisches komisches tragisches Schauspiel,
raupach-der-bettler.xml,raupach-der-bettler,Schauspiel in einem Aufzuge,
weissenthurn-die-schwestern-st-janvier.xml,weissenthurn-die-schwestern-st-janvier,Schauspiel in fünf Aufzügen,
nestroy-das-haus-der-temperamente.xml,nestroy-das-haus-der-temperamente,Posse mit Gesang in zwei Akten,
sonnleithner-dir-wie-mir.xml,sonnleithner-dir-wie-mir,Eine dramatische Kleinigkeit in einem Akt,
wagner-lohengrin.xml,wagner-lohengrin,Romantische Oper in drei Aufzügen,
wedekind-fruehlings-erwachen.xml,wedekind-fruehlings-erwachen,Eine Kindertragödie,Tragödie
lassalle-franz-von-sickingen.xml,lassalle-franz-von-sickingen,Eine historische Tragödie,Tragödie
pfeffel-serena.xml,pfeffel-serena,Ein Bürgerliches Trauerspiel,Trauerspiel
leisewitz-julius-von-tarent.xml,leisewitz-julius-von-tarent,Ein Trauerspiel,Trauerspiel
hauptmann-carl-im-goldenen-tempel-buche-verzeichnet.xml,hauptmann-carl-im-goldenen-tempel-buche-verzeichnet,"(Nach einer japanischen Skizze) / Dichtung in drei Vorgängen / (Hinter
          Schleiern zu spielen)",
grabbe-die-hermannsschlacht.xml,grabbe-die-hermannsschlacht,,
sorge-der-bettler.xml,sorge-der-bettler,Eine dramatische Sendung,
rache-belsazar.xml,rache-belsazar,Drama in 1 Akt,
goethe-goetter-helden-und-wieland.xml,goethe-goetter-helden-und-wieland,Eine Farce,
hofmannsthal-arabella.xml,hofmannsthal-arabella,Lyrische Komödie in drei Aufzügen,Komödie
schnitzler-der-puppenspieler.xml,schnitzler-der-puppenspieler,Studie in einem Aufzug,
hofmannsthal-der-schwierige.xml,hofmannsthal-der-schwierige,Lustspiel in drei Akten,Lustspiel
wildgans-in-ewigkeit-amen.xml,wildgans-in-ewigkeit-amen,Ein gerichtliches Vorspiel in einem Akt,
wildenbruch-die-karolinger.xml,wildenbruch-die-karolinger,Trauerspiel in vier Akten,Trauerspiel
ebner-eschenbach-es-wandelt-niemand-ungestraft-unter-palmen.xml,ebner-eschenbach-es-wandelt-niemand-ungestraft-unter-palmen,Dramatisches Sprichwort,
pelzel-apolls-gericht-oder-das-bestrafte-vorurtheil-vindebonens.xml,pelzel-apolls-gericht-oder-das-bestrafte-vorurtheil-vindebonens,Ein allegorisches Drama in einem Akte von einem Wiener,
wilbrandt-gracchus-der-volkstribun.xml,wilbrandt-gracchus-der-volkstribun,Trauerspiel in fünf Aufzügen,Trauerspiel
bodmer-polytimet.xml,bodmer-polytimet,"Ein Trauerspiel. Durch Lessings Philotas, oder ungerathenen Helden
          veranlasset",Trauerspiel
sievers-die-schatzgraeber.xml,sievers-die-schatzgraeber,Posse in einem Aufzuge. Fortsetzung der beiden Billets,
kraus-die-letzten-tage-der-menschheit.xml,kraus-die-letzten-tage-der-menschheit,Tragödie in fünf Akten mit Vorspiel und Epilog,Tragödie
kotzebue-maedchenfreundschaft.xml,kotzebue-maedchenfreundschaft,Ein Lustspiel in einem Akt,Lustspiel
grabbe-kaiser-friedrich-barbarossa.xml,grabbe-kaiser-friedrich-barbarossa,Eine Tragödie in fünf Akten,Tragödie
lautensack-die-pfarrhauskomoedie.xml,lautensack-die-pfarrhauskomoedie,Carmen Sacerdotale / Drei Szenen,
wieland-alceste.xml,wieland-alceste,Ein Singspiel in fünf Aufzügen,
weise-masaniello.xml,weise-masaniello,Trauerspiel,Trauerspiel
hasenclever-der-sohn.xml,hasenclever-der-sohn,Ein Drama in fünf Akten,
immermann-eudoxia.xml,immermann-eudoxia,Ein Epilog,
grabbe-kaiser-heinrich-der-sechste.xml,grabbe-kaiser-heinrich-der-sechste,Eine Tragödie in fünf Akten,Tragödie
schnitzler-lebendige-stunden.xml,schnitzler-lebendige-stunden,Ein Akt,
gryphius-papinianus.xml,gryphius-papinianus,Trauerspiel,Trauerspiel
goethe-egmont.xml,goethe-egmont,Ein Trauerspiel in fünf Aufzügen,Trauerspiel
kotzebue-die-spanier-in-peru.xml,kotzebue-die-spanier-in-peru,Ein romantisches Trauerspiel in fünf Aufzügen,Trauerspiel
grohmann-wohlthat-fuer-wohlthat.xml,grohmann-wohlthat-fuer-wohlthat,Ein Schauspiel in zween Aufzügen,
boettger-das-kaffee-haus-zu-paris.xml,boettger-das-kaffee-haus-zu-paris,Ein Lustspiel in einem Akte,Lustspiel
kind-der-freischuetz.xml,kind-der-freischuetz,Romantische Oper in drei Aufzügen,
holz-schlaf-die-familie-selicke.xml,holz-schlaf-die-familie-selicke,Drama in drei Aufzügen,
hensler-der-schornsteinfeger.xml,hensler-der-schornsteinfeger,Ein Original Lustspiel in drey Aufzügen,Lustspiel
schiller-die-jungfrau-von-orleans.xml,schiller-die-jungfrau-von-orleans,Eine romantische Tragödie,Tragödie
schink-der-neue-doktor-faust.xml,schink-der-neue-doktor-faust,"Eine Plaisanterie mit Gesang, in zwei Aufzügen",
frank-sturm-im-wasserglas.xml,frank-sturm-im-wasserglas,Komödie in drei Akten,Komödie
malss-die-jungfern-koechinnen.xml,malss-die-jungfern-koechinnen,Lokalposse in einem Akt,
kotzebue-der-verschwiegene-wider-willen.xml,kotzebue-der-verschwiegene-wider-willen,Ein Lustspiel in Einem Act,Lustspiel
tieck-die-verkehrte-welt.xml,tieck-die-verkehrte-welt,Ein historisches Schauspiel in fünf Aufzügen,
schiller-die-braut-von-messina.xml,schiller-die-braut-von-messina,Ein Trauerspiel mit Chören,Trauerspiel
chlumberg-die-fuehrer.xml,chlumberg-die-fuehrer,Ein Schauspiel in vier Akten und einem Vorspiel,
larronge-hasemanns-toechter.xml,larronge-hasemanns-toechter,Volksstück in 4 Akten,
weissenthurn-welche-ist-die-braut.xml,weissenthurn-welche-ist-die-braut,Ein Lustspiel in fünf Aufzügen,Lustspiel
goethe-die-natuerliche-tochter.xml,goethe-die-natuerliche-tochter,Trauerspiel,Trauerspiel
waldvogl-die-falschen-banknoten.xml,waldvogl-die-falschen-banknoten,Ein Trauerspiel in drey Akten,Trauerspiel
schlaf-meister-oelze.xml,schlaf-meister-oelze,Drama in drei Aufzügen,
goethe-die-laune-des-verliebten.xml,goethe-die-laune-des-verliebten,Ein Schäferspiel in Versen und einem Akte,
tieck-karl-von-berneck.xml,tieck-karl-von-berneck,Trauerspiel in fünf Aufzügen,Trauerspiel
gessner-evander-und-alcimna.xml,gessner-evander-und-alcimna,Ein Schæferspiel,
lautensack-medusa.xml,lautensack-medusa,Aus den Papieren eines Mönches,
platen-der-romantische-oedipus.xml,platen-der-romantische-oedipus,Ein Lustspiel in 5 Akten,Lustspiel
rosenow-kater-lampe.xml,rosenow-kater-lampe,Komödie in vier Akten,Komödie
schlegel-der-geschaeftige-muessiggaenger.xml,schlegel-der-geschaeftige-muessiggaenger,Ein Lustspiel,Lustspiel
busoni-turandot.xml,busoni-turandot,Eine chinesische Fabel nach Gozzi in zwei Akten,
anonym-emilie-oder-die-philosophisch-verliebten.xml,anonym-emilie-oder-die-philosophisch-verliebten,Ein Lustspiel von einem Aufzuge,Lustspiel
berg-kalisch-berlin-wie-es-weint-und-lacht.xml,berg-kalisch-berlin-wie-es-weint-und-lacht,Volksstück mit Gesang in 3 Aufzügen und 11 Bildern,
essig-ueberteufel.xml,essig-ueberteufel,Tragödie in fünf Aufzügen,Tragödie
lautensack-hahnenkampf.xml,lautensack-hahnenkampf,Eine Komödie in sechs Szenen,Komödie
ebner-eschenbach-die-veilchen.xml,ebner-eschenbach-die-veilchen,Lustspiel in einem Aufzuge,Lustspiel
weissenthurn-welcher-ist-der-braeutigam.xml,weissenthurn-welcher-ist-der-braeutigam,Ein Lustspiel in 4 Aufzügen,Lustspiel
hebbel-herodes-und-mariamne.xml,hebbel-herodes-und-mariamne,Eine Tragödie in fünf Akten,Tragödie
scheerbart-die-wurzeln-der-wohlhabenheit.xml,scheerbart-die-wurzeln-der-wohlhabenheit,Ein schildbürgerliches Schauspiel in fünf Akten,
stramm-rudimentaer.xml,stramm-rudimentaer,,
hauptmann-carl-der-antiquar.xml,hauptmann-carl-der-antiquar,Komödie in einem Akt,Komödie
heiseler-peter-und-alexej.xml,heiseler-peter-und-alexej,Tragödie,Tragödie
kaiser-die-industrie-ausstellung.xml,kaiser-die-industrie-ausstellung,Volksstück mit Gesang in zwei Acten,
iffland-verbrechen-aus-ehrsucht.xml,iffland-verbrechen-aus-ehrsucht,Ein Familiengemälde in fünf Aufzügen,
