filename,genre_selfascription,genre
scheerbart-der-vornehme-raeuberhauptmann.xml,Ein Bühnenspass in drei Aufzügen,
goentgen-anna-bell.xml,Ein Trauerspiel in einem Akt,Trauerspiel
eichendorff-der-letzte-held-von-marienburg.xml,Trauerspiel,Trauerspiel
benedix-eigensinn.xml,Lustspiel in einem Aufzuge,Lustspiel
holz-ignorabimus.xml,Tragödie,Tragödie
arnim-jerusalem.xml,Ein Pilgerabenteuer,
schouwaert-die-ueberschwemmung.xml,Ein Schauspiel in drey Akten,
zedlitz-cabinets-intriguen.xml,Lustspiel in drei Aufzügen,Lustspiel
goethe-erwin-und-elmire.xml,Ein Schauspiel mit Gesang,
hebbel-der-gehoernte-siegfried.xml,Vorspiel in einem Akt,
mylius-die-schaeferinsel.xml,Ein Lustspiel in drey Aufzügen,Lustspiel
platen-die-verhaengnisvolle-gabel.xml,Ein Lustspiel in 5 Akten,Lustspiel
grillparzer-die-ahnfrau.xml,Trauerspiel in fünf Aufzügen,Trauerspiel
benedix-die-hochzeitsreise.xml,Lustspiel in zwei Aufzügen,Lustspiel
uhland-ernst-herzog-von-schwaben.xml,Trauerspiel in fünf Aufzügen,Trauerspiel
bredow-goerne-hypatia.xml,Ein Trauerspiel nach dem gleichnamigen Roman von Kingsley,Trauerspiel
sander-die-hoftrauer-oder-das-testament.xml,Ein Lustspiel in einem Aufzuge,Lustspiel
wagner-der-fliegende-hollaender.xml,,
niebergall-datterich.xml,Localposse in der Mundart der Darmstädter in sechs Bildern,
pfeil-lucie-woodvil.xml,Ein bürgerliches Trauerspiel in fünf Handlungen,Trauerspiel
birch-pfeiffer-johannes-gutenberg.xml,Original-Schauspiel in drei Abtheilungen,
kotzebue-wer-weiss-wozu-das-gut-ist.xml,Ein Schwank in Einem Akt,
droste-huelshoff-perdu.xml,Lustspiel in einem Akte,Lustspiel
muellner-die-schuld.xml,Trauerspiel in vier Akten,Trauerspiel
sachs-das-kaelberbrueten.xml,Ein Fastnachtsspiel,
hofmannsthal-oedipus-und-die-sphinx.xml,Tragödie in drei Aufzügen,Tragödie
rosenow-die-im-schatten-leben.xml,Drama in vier Akten,
herzenskron-hoang-puff.xml,"Posse in einem Acte, nach dem Französischen der Herren Caignéz und Louis
          frey bearbeitet",
haffner-die-fledermaus.xml,Operette in drei Aufzügen,
wildenbruch-die-quitzows.xml,Schauspiel in vier Akten,
stavenhagen-mudder-mews.xml,Niederdeutsches Drama in 5 Akten,
ayrer-fassnachtspil-wie-einem-weib-jhr-eygener-mann.xml,"Mit 14 Personen, vnd hat 5 Actus",
hauptmann-vor-sonnenaufgang.xml,Soziales Drama,
baeuerle-doktor-fausts-mantel.xml,Ein Zauberspiel mit Gesang in zwey Acten,
riese-martha.xml,Romantisch-Komische Oper in vier Aufzügen,
neuber-ein-deutsches-vorspiel.xml,,
sorge-der-sieg-des-christos.xml,Eine Vision dargestellt in dramatischen Bildern,
scheerbart-der-schornsteinfeger.xml,Constantinopolitanische Offizierstragödie,Tragödie
schnitzler-anatol.xml,,
martini-rhynsolt-und-sapphira.xml,Ein prosaisches Trauerspiel in drey Handlungen,Trauerspiel
scheerbart-okurirasuna.xml,Grosse Weltkomödie in fünf Akten,Komödie
guenderode-magie-und-schicksal.xml,Drama in drei Akten,
widmann-der-widerspenstigen-zaehmung.xml,Komische Oper in vier Akten,
stramm-kraefte.xml,,
klabund-der-kreidekreis.xml,Spiel in fünf Akten nach dem Chinesischen,
holz-sozialaristokraten.xml,Komödie,Komödie
goethe-satyros.xml,Drama,
hofmannsthal-die-frau-ohne-schatten.xml,Oper in drei Akten,
kotzebue-pagenstreiche.xml,Eine Posse in fünf Aufzügen,
kotzebue-der-hyperboreische-esel.xml,"Ein drastisches Drama und philosophisches Lustspiel für Jünglinge / In
          einem Aufzuge",Lustspiel
klopstock-der-tod-abels.xml,Ein Trauerspiel,Trauerspiel
schnitzler-die-frau-mit-dem-dolche.xml,Schauspiel in einem Akt,
hebbel-trauerspiel-in-sizilien.xml,Tragikomödie in einem Akt,Tragikomödie
uhland-ludwig-der-bayer.xml,Schauspiel in fünf Aufzügen,
klinger-prinz-seiden-wurm-der-reformator.xml,Ein moralisches Drama aus dem fünften Theil des Orpheus,
kotzebue-der-wirrwarr.xml,Eine Posse in fünf Akten,
holtei-die-kalkbrenner.xml,Liederposse in einem Akt,
pfeffel-vorspiel-ueber-die-buergerliche-tragoedie.xml,,
ertler-belian-und-marpalye.xml,Ein Traumspiel,
klopstock-hermanns-schlacht.xml,Ein Bardiet für die Schaubühne,
anonym-die-verhandelte-braut.xml,Ein Lustspiel in einem Aufzuge,Lustspiel
rambach-die-kuhpocken.xml,Ein Familiengemälde in einem Akt,
wedekind-musik.xml,Sittengemälde in vier Bildern,
reuter-graf-ehrenfried.xml,"in einem Lustspiele vorgestellet und mit Ihr: königl. Majestät in Polen
          etc. etc. und kurfürstl. Durchl. zu Sachsen etc. etc. allergnädigsten Spezial-Bewilligung
          und Freiheit zum Druck befördert",Lustspiel
kotzebue-ueble-laune.xml,Ein Schauspiel in vier Akten,
wette-haensel-und-gretel.xml,Märchenspiel in drei Bildern,
tieck-ritter-blaubart.xml,Ein Ammenmärchen in vier Akten,
hofmannsthal-das-salzburger-grosse-welttheater.xml,,
bunge-der-trompeter-von-saekkingen.xml,"Oper in 3 Akten, nebst einem Vorspiel",
grabbe-herzog-theodor-von-gothland.xml,Eine Tragödie in fünf Akten,Tragödie
sonnleithner-fidelio.xml,Oper in zwei Aufzügen,
chezy-der-neue-narziss.xml,Lustspiel in einem Aufzug,Lustspiel
birch-pfeiffer-in-der-heimath.xml,Original-Schauspiel in fünf Acten,
kleist-prinz-friedrich-von-homburg.xml,Ein Schauspiel,
wedekind-franziska.xml,Ein modernes Mysterium in fünf Akten,
chlumberg-wunder-um-verdun.xml,Dreizehn Bilder,
wedekind-der-kammersaenger.xml,,
bleibtreu-weltgericht.xml,Tragödie in 2 Theilen und 5 Akten,Tragödie
herzl-der-fluechtling.xml,Lustspiel in einem Aufzug,Lustspiel
braun-mutter-maria.xml,Eine Tragödie in fünf Akten,Tragödie
gutzkow-das-urbild-des-tartueffe.xml,Lustspiel in fünf Aufzügen,Lustspiel
grillparzer-weh-dem-der-luegt.xml,Lustspiel in fünf Aufzügen,Lustspiel
reuter-l-honnete-femme-oder-die-ehrliche-frau-zu-plissine.xml,"in einem Lustspiele vorgestellet und aus dem Französischen übersetzet von
          Hilario",Lustspiel
engel-der-edelknabe.xml,Ein Lustspiel für Kinder in einem Aufzuge,Lustspiel
lessing-der-schatz.xml,Ein Lustspiel in einem Aufzuge,Lustspiel
ludwig-der-erbfoerster.xml,Trauerspiel in fünf Aufzügen,Trauerspiel
sudermann-die-ehre.xml,Schauspiel in vier Akten,
stramm-die-haidebraut.xml,,
schnitzler-der-tapfere-cassian.xml,Puppenspiel in einem Akt,
wagner-tristan-und-isolde.xml,,
hippel-der-mann-nach-der-uhr.xml,Lustspiel in einem Aufzuge,Lustspiel
wieland-klementina-von-porretta.xml,Ein Drama aus Richardsons Geschichte Sir Karl Grandisons gezogen,
hauptmann-carl-frau-nadja-bielew.xml,Tragischer Akt,
eichendorff-das-incognito.xml,Ein Puppenspiel,
kotzebue-der-weibliche-jacobiner-clubb.xml,Ein politisches Lustspiel in Einem Aufzug,Lustspiel
schrader-der-hohlweg.xml,Lustspiel in einem Akt,Lustspiel
wagner-die-walkuere.xml,,
grillparzer-medea.xml,Trauerspiel in fünf Aufzügen,Trauerspiel
heine-almansor.xml,Eine Tragödie,Tragödie
ebner-eschenbach-bettelbriefe.xml,Ein Zweigespräch,
larronge-mein-leopold.xml,Volksstück in 3 Akten,
brandes-ariadne-auf-naxos.xml,Ein Duodrama mit Musick,
nestroy-das-maedl-aus-der-vorstadt.xml,Posse in drei Aufzügen,
laube-monaldeschi.xml,Tragödie in fünf Akten,Tragödie
schiller-kabale-und-liebe.xml,Ein bürgerliches Trauerspiel in fünf Aufzügen,Trauerspiel
nestroy-einen-jux-will-er-sich-machen.xml,Posse mit Gesang in vier Aufzügen,
adolph-am-ersten-mai.xml,Eine Tragikomödie der Arbeit aus Friedenstagen,Tragikomödie
kupelwieser-fierrabras.xml,Heroisch-romantische Oper in drei Akten,
lessing-damon.xml,Ein Lustspiel in einem Aufzuge,Lustspiel
castelli-jeitteles-der-schicksalsstrumpf.xml,Tragödie in zwei Akten,Tragödie
goethe-faust-in-urspruenglicher-gestalt.xml,,
leisewitz-die-pfandung.xml,,
grabbe-scherz-satire-ironie-und-tiefere-bedeutung.xml,Ein Lustspiel in drei Aufzügen,Lustspiel
ganghofer-der-herrgottschnitzer-von-ammergau.xml,Volksschauspiel in 5 Aufzügen,
buechner-dantons-tod.xml,Ein Drama,
goethe-der-buergergeneral.xml,Ein Lustspiel in einem Aufzuge,Lustspiel
hebbel-maria-magdalene.xml,Ein bürgerliches Trauerspiel in drei Akten,Trauerspiel
sternheim-der-snob.xml,Komödie in drei Aufzügen,Komödie
hebbel-der-rubin.xml,Ein Märchen-Lustspiel in drei Akten,Lustspiel
schnitzler-komoedie-der-verfuehrung.xml,in drei Akten,
raupach-der-versiegelte-burgemeister.xml,Posse in zwei Aufzügen,
freytag-die-journalisten.xml,Lustspiel in vier Akten,Lustspiel
reinick-genoveva.xml,Oper in vier Akten,
bauernfeld-buergerlich-und-romantisch.xml,Lustspiel in vier Akten,Lustspiel
grohmann-gioconda-oder-weiberrache-kennt-keine-grenzen.xml,Ein Originaltrauerspiel in drey Aufzügen,Trauerspiel
anonym-die-gespenster.xml,Funfzehntes Sprüchwort,
wedekind-der-marquis-von-keith.xml,Schauspiel in fünf Aufzügen,
hebbel-judith.xml,Eine Tragödie in fünf Akten,Tragödie
roeber-koenig-manfred.xml,Oper in fünf Akten,
lortzing-der-waffenschmied.xml,Komische Oper in drei Aufzügen,
thoma-moral.xml,Komödie in drei Akten,Komödie
anonym-das-ehrenmaal-des-patrioten.xml,Singspiel,
boesenberg-die-amerikanische-waise.xml,Ein Lustspiel in einem Aufzuge,Lustspiel
kaiser-die-schule-des-armen.xml,Original-Charakterbild mit Gesang in vier Akten,
grillparzer-koenig-ottokars-glueck-und-ende.xml,Trauerspiel in fünf Aufzügen,Trauerspiel
gleim-philotas.xml,"Ein Trauerspiel. Von dem Verfasser der preussischen Kriegeslieder
          vercificirt",Trauerspiel
schnitzler-professor-bernhardi.xml,Komödie in fünf Akten,Komödie
benedix-das-bemooste-haupt.xml,Schauspiel in vier Aufzügen,
gutzkow-uriel-acosta.xml,Trauerspiel in fünf Aufzügen,Trauerspiel
klinger-die-zwillinge.xml,Ein Trauerspiel in fünf Aufzügen,Trauerspiel
gennep-homulus.xml,Geistliches Schauspiel,
hofmannsthal-das-bergwerk-zu-falun.xml,,
kotzebue-das-koestlichste.xml,Schauspiel in Einem Akt,
kotzebue-das-kind-der-liebe.xml,Ein Schauspiel in fünf Akten,
angely-prinz-tu-ta-tu.xml,Burleske mit Gesang nach Sauvage,
quistorp-der-hypochondrist.xml,Ein deutsches Lustspiel,Lustspiel
nestroy-der-unbedeutende.xml,Posse mit Gesang in drei Akten,
dery-die-selige-insel.xml,Dramatisches Idyll,
avenarius-faust.xml,Ein Spiel,
ludwig-die-makkabaeer.xml,Trauerspiel in fünf Akten,Trauerspiel
ayrer-comedia-von-zweyen-bruedern-auss-syracusa.xml,"Mit 14 Personen, vnd hat 5 Actus",
raimund-das-maedchen-aus-der-feenwelt.xml,Romantisches Original-Zaubermärchen mit Gesang in drei Aufzügen,
raupach-der-platzregen-als-eheprokurator.xml,Eine dramatisirte Anekdote in zwei Aufzügen,
wagner-die-reue-nach-der-that.xml,Ein Schauspiel,
schnitzler-reigen.xml,,
stephanie-die-liebe-im-narrenhause.xml,Eine komische Oper in zwey Aufzügen,
wagner-goetterdaemmerung.xml,,
anzengruber-der-meineidbauer.xml,Volksstück mit Gesang in drei Akten,
babo-die-maler.xml,Ein Lustspiel,Lustspiel
wildenbruch-die-haubenlerche.xml,Schauspiel in vier Akten,
thoma-die-lokalbahn.xml,Komödie in drei Akten,Komödie
gryphius-leo-armenius-oder-fuersten-mord.xml,Trauer-spiel,
gemmingen-hornberg-der-deutsche-hausvater.xml,Ein Schauspiel,
braun-von-braunthal-faust.xml,Eine Tragödie,Tragödie
treitschke-das-bauerngut.xml,"Ein Lustspiel in einem Aufzuge. Fortsetzung der beyden Billets, und des
          Stammbaumes",Lustspiel
anonym-die-gedruckten-theater-regeln.xml,Ein höchst nöthiger Versuch in einem Aufzuge von ***,
grillparzer-sappho.xml,Trauerspiel in fünf Aufzügen,Trauerspiel
weidmann-der-selbstmord-oder-der-unglueckliche-lottospieler.xml,Ein deutsches Originaldrama in Prosa von einem Aufzuge,
hofmannsthal-der-unbestechliche.xml,Lustspiel in fünf Akten,Lustspiel
hallmann-mariamne.xml,Trauer-Spiel,
schnitzler-anatols-groessenwahn.xml,,
prutz-die-politische-wochenstube.xml,Eine Komödie,Komödie
buechner-woyzeck.xml,Ein Drama,
kotzebue-die-indianer-in-england.xml,Lustspiel in drei Aufzügen,Lustspiel
hofmannsthal-der-tod-des-tizian.xml,Ein dramatisches Fragment,
goethe-goetz-von-berlichingen-mit-der-eisernen-hand.xml,Ein Schauspiel,
ayrenhoff-virginia.xml,Trauerspiel in vier Aufzügen,Trauerspiel
pappenheim-frauenrecht.xml,Schauspiel in drei Aufzügen,
scheerbart-herr-kammerdiener-kneetschke.xml,Eine Kammerdiener-Tragödie in fünf Aufzügen,Tragödie
grillparzer-libussa.xml,Trauerspiel in fünf Aufzügen,Trauerspiel
schildbach-glueck-durch-unglueck.xml,Ein Lustspiel in einem Aufzuge,Lustspiel
kobell-der-roaga.xml,,
brentano-ponce-de-leon.xml,Lustspiel in fünf Aufzügen,Lustspiel
collin-coriolan.xml,Ein Trauerspiel in fünf Aufzügen,Trauerspiel
grillparzer-die-argonauten.xml,Trauerspiel in vier Aufzügen,Trauerspiel
tieck-leben-und-tod-der-heiligen-genoveva.xml,Ein Trauerspiel,Trauerspiel
birch-pfeiffer-die-grille.xml,"Ländliches Charakterbild in fünf Aufzügen. Mit teilweiser Benutzung einer
          Erzählung der George Sand",
brandes-hans-von-zanow-oder-der-landjunker-in-berlin.xml,Ein Lustspiel in fünf Aufzügen,Lustspiel
helldorff-der-zwischenact.xml,Zwischenspiel in 1 Acte,
goethe-proserpina.xml,Ein Monodrama,
schlegel-die-stumme-schoenheit.xml,Ein Lustspiel in einem Aufzuge,Lustspiel
birch-pfeiffer-die-walpurgisnacht.xml,Dramatisches Volksmärchen in vier Acten,
gellert-die-betschwester.xml,Lustspiel,Lustspiel
laube-gottsched-und-gellert.xml,Charakterlustspiel in fünf Akten,Lustspiel
kaffka-der-transport.xml,Ein Lustspiel in einem Aufzuge,Lustspiel
ebner-eschenbach-das-waldfraeulein.xml,Lustspiel in drei Aufzügen,Lustspiel
bahr-das-phantom.xml,Komödie in drei Akten,Komödie
sessa-unser-verkehr.xml,Eine Posse in einem Akte,
muellner-koenig-yngurd.xml,Trauerspiel in fünf Akten,Trauerspiel
horvath-geschichten-aus-dem-wiener-wald.xml,Volksstück in drei Teilen,
schnitzler-der-einsame-weg.xml,Schauspiel in fünf Akten,
lieberkuehn-die-lissabonner.xml,"Ein bürgerliches Trauerspiel, in einem Aufzuge",Trauerspiel
raimund-die-gefesselte-phantasie.xml,Original-Zauberspiel in zwei Aufzügen,
scheerbart-der-regierungswechsel.xml,Ein politisches Drama,
scheerbart-lachende-gespenster.xml,Ein Schauspiel zwischen schwarzen Wänden in einem Aufzuge,
kotzebue-sultan-wampum.xml,Ein orientalisches Scherzspiel mit Gesang in drei Aufzügen,
collin-balboa.xml,Ein Trauerspiel in fünf Aufzügen,Trauerspiel
hartleben-die-sittliche-forderung.xml,,
lenz-der-neue-menoza.xml,Eine Komödie,Komödie
platen-berengar.xml,Comödie in einem Akt,
wagner-die-meistersinger-von-nuernberg.xml,,
wedekind-die-buechse-der-pandora.xml,Tragödie in drei Aufzügen mit einem Prolog,Tragödie
raimund-der-alpenkoenig-und-der-menschenfeind.xml,Romantisch-komisches Original-Zauberspiel in zwei Aufzügen,
schnitzler-zum-grossen-wurstel.xml,Burleske in einem Akt,
panizza-das-liebeskonzil.xml,Eine Himmelstragödie in fünf Aufzügen,Tragödie
hauptmann-carl-die-armseligen-besenbinder.xml,Altes Märchen in fünf Akten,
anonym-der-deutsche-student.xml,Ein Trauerspiel in fünf Aufzügen,Trauerspiel
bredow-goerne-der-lauf-der-welt.xml,Original-Lustspiel in einem Act,Lustspiel
gotter-medea.xml,,
birch-pfeiffer-vatersorgen.xml,Komisches Zeitgemälde in drei Akten,
anonym-das-urtheil-des-paris.xml,Ein Musicalisches Schäfer-Spiel in einer Handlung,
mosenthal-die-koenigin-von-saba.xml,Oper in vier Aufzügen,
gryphius-catharina-von-georgien.xml,Trauerspiel,Trauerspiel
gutzkow-zopf-und-schwert.xml,Lustspiel in fünf Aufzügen,Lustspiel
vanoni-der-friseur.xml,Schwank in einem Akte,
houwald-die-freistatt.xml,Ein tragisches Bild in einem Acte,
engel-der-diamant.xml,"Ein Lustspiel in einem Aufzuge, nach dem Französischen des Collé",Lustspiel
herzl-das-neue-ghetto.xml,Schauspiel in 4 Acten,
scheerbart-der-herr-vom-jenseits.xml,Eine Gartenkomödie,Komödie
meisl-der-lustige-fritz.xml,Ein Märchen neuerer Zeit in zwei Aufzügen,
anonym-das-lustlager.xml,Schauspiel in einer Handlung,
klinger-das-leidende-weib.xml,Ein Trauerspiel,Trauerspiel
kannengiesser-die-vierbeinigten-philosophen.xml,Ein Trauerspiel in einem Act,Trauerspiel
stramm-geschehen.xml,,
tieck-der-gestiefelte-kater.xml,"Ein Kindermärchen in drei Akten, mit Zwischenspielen, einem Prologe und
          Epiloge",
raupach-agnes-von-hohenstaufen.xml,Große historisch-romantische Oper in 3 Aufzügen,
lenz-der-englaender.xml,Eine dramatische Phantasei,
musil-die-schwaermer.xml,Schauspiel in drei Aufzügen,
panizza-nero.xml,Tragödie in fünf Aufzügen,Tragödie
rilke-ohne-gegenwart.xml,Drama in zwei Akten,
hofmannsthal-elektra.xml,Tragödie in einem Aufzug frei nach Sophokles,Tragödie
immermann-die-bojaren.xml,Schauspiel,
nestroy-der-boese-geist-lumpazivagabundus.xml,Zauberposse mit Gesang in drei Aufzügen,
toerring-agnes-bernauerin.xml,Ein vaterländisches Trauerspiel,Trauerspiel
raimund-der-diamant-des-geisterkoenigs.xml,Zauberspiel in zwei Aufzügen,
schlegel-jon.xml,Schauspiel in fünf Aufzügen,
schiller-die-piccolomini.xml,In fünf Aufzügen,
lachmann-salome.xml,Drama in einem Aufzuge,
fouque-sigurds-rache.xml,Ein Heldenspiel in sechs Abentheuren,
holz-sonnenfinsternis.xml,Tragödie,Tragödie
stephanie-die-entfuehrung-aus-dem-serail.xml,Ein Singspiel in drey Aufzügen,
freytag-der-gelehrte.xml,Trauerspiel in einem Act,Trauerspiel
weidmann-johann-faust.xml,Ein Allegorisches Drama von fünf Aufzügen,
grabbe-don-juan-und-faust.xml,Eine Tragödie in vier Akten,Tragödie
hauptmann-carl-tobias-buntschuh.xml,Eine burleske Tragödie in fünf Akten,Tragödie
anonym-die-grands-von-frankreich-in-ihrer-wahren-gestalt.xml,Ein Banditenspiel in einem Act,
wedekind-erdgeist.xml,Tragödie in vier Aufzügen,Tragödie
grillparzer-die-juedin-von-toledo.xml,Historisches Trauerspiel in fünf Aufzügen,Trauerspiel
scheerbart-die-lustigen-raeuber.xml,Ein Schauspiel in fünf Akten,
holtei-ein-trauerspiel-in-berlin.xml,Bürgerliches Drama in drei Akten,
achat-ein-april-scherz.xml,Original-Lustspiel in einem Akt,Lustspiel
lessing-die-juden.xml,Ein Lustspiel in einem Aufzuge,Lustspiel
gryphius-horribilicribrifax-teutsch.xml,Scherzspiel,
goethe-stella.xml,Ein Schauspiel für Liebende,
horvath-kasimir-und-karoline.xml,Volksstück,
kaiser-stadt-und-land.xml,Posse mit Gesang in drei Aufzügen,
schiller-wilhelm-tell.xml,Schauspiel,
d-elpons-der-ahnherr.xml,Schwank in Einem Aufzuge,
lessing-philotas.xml,Ein Trauerspiel,Trauerspiel
guenderode-udohla.xml,Drama in zwei Akten,
heyse-colberg.xml,Historisches Schauspiel in fünf Akten,
klabund-xyz.xml,Spiel zu dreien in drei Akten,
wedekind-koenig-nicolo.xml,Schauspiel in drei Aufzügen und neun Bildern mit einem Prolog,
schiller-die-raeuber.xml,Ein Schauspiel,
ebner-eschenbach-ihre-schwester.xml,,
schroeder-der-vetter-in-lissabon.xml,Ein bürgerliches Familiengemälde in drei Aufzügen,
widmann-maikaefer-komoedie.xml,,
weissenthurn-das-manuscript.xml,Lustspiel in fünf Aufzügen,Lustspiel
bredow-goerne-gute-freunde.xml,Dramatischer Scherz in 1 Akt,
moeller-sophie-oder-der-gerechte-fuerst.xml,Ein Schauspiel in drey Aufzügen,
fouque-aslauga.xml,Ein Heldenspiel in drei Abentheuren,
stephanie-der-schauspieldirektor.xml,Ein Gelegenheitsstück in einem Aufzuge,
immermann-das-gericht-von-st-petersburg.xml,Tragödie,Tragödie
goethe-torquato-tasso.xml,Ein Schauspiel,
gryphius-verlibtes-gespenste-die-gelibte-dornrose.xml,Gesang-Spil / Schertz-Spil,
grabbe-hannibal.xml,,
moeller-der-graf-von-walltron-oder-die-subordination.xml,Ein Originaltrauerspiel in fünf Aufzügen,Trauerspiel
nestroy-zu-ebener-erde-und-erster-stock.xml,Lokalposse mit Gesang in drei Aufzügen,
grillparzer-ein-bruderzwist-in-habsburg.xml,Trauerspiel in fünf Aufzügen,Trauerspiel
koch-die-maennerfeindin.xml,Schauspiel in einem Aufzuge,
anzengruber-die-kreuzelschreiber.xml,Bauernkomödie mit Gesang in drei Akten,Komödie
anonym-das-muenchner-spiel-vom-sterbenden-menschen.xml,,
hebbel-agnes-bernauer.xml,Ein deutsches Trauerspiel in fünf Aufzügen,Trauerspiel
lessing-emilia-galotti.xml,Ein Trauerspiel in fünf Aufzügen,Trauerspiel
eichendorff-die-freier.xml,Lustspiel in drei Aufzügen,Lustspiel
koerner-die-braut.xml,"Ein Lustspiel in Alexandrinern, in einem Aufzuge",Lustspiel
thoma-magdalena.xml,Ein Volksstück in drei Aufzügen,
goethe-der-triumph-der-empfindsamkeit.xml,Eine dramatische Grille,
nestroy-der-talisman.xml,Posse mit Gesang in drei Aufzügen,
schnitzler-liebelei.xml,Schauspiel in drei Akten,
scheerbart-der-wetterfuerst.xml,Ein Schauspiel zwischen hohen Bergen,
neuber-die-verehrung-der-vollkommenheit.xml,,
kotzebue-die-beiden-klingsberg.xml,Ein Lustspiel in vier Akten,Lustspiel
sudermann-die-schmetterlingsschlacht.xml,Komödie in vier Akten,Komödie
baeuerle-die-buerger-in-wien.xml,Lokale Posse in drei Akten,
reil-der-erste-may.xml,"Ein Frühlingsgemählde nаch wahren Vorfällen entworfen, in einem
          Aufzuge",
kleist-das-kaethchen-von-heilbronn.xml,Ein großes historisches Ritterschauspiel,
iffland-das-erbtheil-des-vaters.xml,Ein Schauspiel in vier Aufzügen,
simrock-doctor-johannes-faust.xml,Puppenspiel in vier Aufzügen,
schnitzler-komtesse-mizzi.xml,Komödie in einem Akt,Komödie
arnim-marino-caboga.xml,Dramatische Erzählung in drei Handlungen,
gotter-der-dorfjahrmarkt.xml,Eine komische Oper in zwei Aufzügen,
scheerbart-der-fanatische-buergermeister.xml,Kosmisches Drama in vier Akten,
goethe-der-grosskophta.xml,Ein Lustspiel in fünf Aufzügen,Lustspiel
arnim-das-loch.xml,Ein Schattenspiel,
raimund-moisasurs-zauberfluch.xml,Original-Zauberspiel in zwei Aufzügen,
moeser-die-tugend-auf-der-schaubuehne.xml,Ein Nachspiel in einem Aufzuge,
kaltneker-das-bergwerk.xml,Ein Drama in drei Akten,
raupach-der-degen.xml,Dramatischer Scherz in zwei Aufzügen,
gehe-jessonda.xml,Oper in drei Aufzügen,
weisse-die-jagd.xml,Eine komische Oper in drey Aufzügen,
klinger-sturm-und-drang.xml,Ein Schauspiel,
wohlbrueck-der-vampyr.xml,Romantische Oper in vier Aufzügen,
hofmannsthal-der-tor-und-der-tod.xml,,
kotzebue-blind-geladen.xml,Lustspiel in Einem Akt,Lustspiel
neuber-die-beschuetzte-schauspielkunst.xml,,
hebbel-genoveva.xml,Eine Tragödie in fünf Akten,Tragödie
goethe-iphigenie-auf-tauris.xml,Ein Schauspiel,
hauptmann-carl-ephraims-breite.xml,Schauspiel in fünf Akten,
goethe-pandora.xml,Ein Festspiel,
gleich-der-eheteufel-auf-reisen.xml,Lokales Zauberspiel mit Gesang in zwei Aufzügen,
bossdorf-de-rode-uennerrock.xml,Nedderdüütsche Volkskomeedi in fief Akten,
schnitzler-literatur.xml,Lustspiel in einem Akt,Lustspiel
nestroy-eulenspiegel.xml,Posse mit Gesang in vier Akten,
gengenbach-der-nollhart.xml,Diß sind die prophetien sancti Methodii vnd Nollhardi [...],
hofmannsthal-ariadne-auf-naxos.xml,Oper in einem Aufzuge nebst einem Vorspiel / Neue Bearbeitung,
scheerbart-der-alte-petrus.xml,Ein himmlisches Schauspiel,
stramm-sancta-susanna.xml,Ein Gesang der Mainacht,
dehmel-michel-michael.xml,Komödie in fünf Akten,Komödie
schiller-wallensteins-tod.xml,Ein Trauerspiel in fünf Aufzügen,Trauerspiel
wilbrandt-der-meister-von-palmyra.xml,Dramatische Dichtung in fünf Aufzügen,
birch-pfeiffer-mutter-und-tochter.xml,Original-Schauspiel in vier Acten,
benedix-die-luegnerin.xml,Lustspiel in einem Aufzuge,Lustspiel
sudermann-heimat.xml,Schauspiel in vier Akten,
engel-eid-und-pflicht.xml,Ein bürgerliches Trauerspiel in fünf Aufzügen,Trauerspiel
bahr-das-konzert.xml,Lustspiel in drei Akten,Lustspiel
schoenherr-der-weibsteufel.xml,Drama in fünf Akten,
lenz-die-soldaten.xml,Ein Schauspiel,
laube-struensee.xml,Tragödie in fünf Akten,Tragödie
schober-alfonso-und-estrella.xml,Romantische Oper in drei Akten,
goethe-faust-der-tragoedie-zweiter-teil.xml,In fünf Akten,
sachs-eulenspiegel-mit-dem-blauen-hosentuch.xml,Ein Fastnachtsspiel,
kleist-die-familie-schroffenstein.xml,Ein Trauerspiel in fünf Aufzügen,Trauerspiel
voss-faust.xml,Trauerspiel mit Gesang und Tanz,Trauerspiel
kotzebue-das-unsichtbare-maedchen.xml,Ein Intermezzo,
kleist-die-hermannsschlacht.xml,Ein Drama,
soden-doktor-faust.xml,Volks-Schauspiel in fünf Akten,
anonym-amalie-und-charlotte-baronessen-von-habenichts.xml,Ein deutsches Lustspiel von einer Handlung,Lustspiel
muehsam-staatsraeson.xml,Ein Denkmal für Sacco und Vanzetti,
grillparzer-ein-treuer-diener-seines-herrn.xml,Trauerspiel in fünf Aufzügen,Trauerspiel
vischer-faust.xml,Der Tragödie dritter Teil,Tragödie
ebner-eschenbach-am-ende.xml,Scene in einem Aufzug,
weisse-atreus-und-thyest.xml,Ein Trauerspiel in fünf Aufzügen,Trauerspiel
buechner-leonce-und-lena.xml,Ein Lustspiel,Lustspiel
dohm-ein-schuss-ins-schwarze.xml,Lustspiel in einem Akt,Lustspiel
toller-masse-mensch.xml,Ein Stück aus der sozialen Revolution des 20. Jahrhunderts,
bernard-faust.xml,Große romantische Oper in drei Akten,
goethe-die-wette.xml,Ein Lustspiel in einem Akt,Lustspiel
lortzing-der-wildschuetz.xml,Komische Oper in drei Aufzügen,
gotter-die-geisterinsel.xml,Ein Singspiel in drey Akten,
babo-das-fraeulein-wohlerzogen.xml,Ein Lustspiel in drei Aufzügen. Ein Sittengemälde aus München,Lustspiel
