filename,author,title,year,stage_count,stage_word_count,stage_avg_words,word_count_l_p,stage_per_1k_words,stage_words_per_1k
boettger-das-kaffee-haus-zu-paris.xml,Böttger,Das Kaffee-Haus zu Paris,1780,59,360,6.1017,6270,9.4099,57.4163
borchert-draussen-vor-der-tuer.xml,Borchert,Draußen vor der Tür,1947,135,624,4.6222,17733,7.6129,35.1886
borkenstein-der-bookesbeutel.xml,Borkenstein,Der Bookesbeutel,1742,90,294,3.2667,17424,5.1653,16.8733
bossdorf-bahnmeister-dood.xml,Boßdorf,Bahnmeister Dood,1919,499,3084,6.1804,16022,31.1447,192.4853
bossdorf-de-rode-uennerrock.xml,Boßdorf,De rode Ünnerrock,1921,685,3748,5.4715,15434,44.3825,242.8405
brachvogel-narziss.xml,Brachvogel,Narziß,1857,653,3109,4.7611,18565,35.1737,167.4657
brandes-ariadne-auf-naxos.xml,Brandes,Ariadne auf Naxos,,29,300,10.3448,2102,13.7964,142.7212
brandes-hans-von-zanow-oder-der-landjunker-in-berlin.xml,Brandes,Hans von Zanow oder: Der Landjunker in Berlin,1785,392,1600,4.0816,17863,21.9448,89.5706
brandes-ino.xml,Brandes,Ino,1779,58,310,5.3448,2057,28.1964,150.7049
braun-mutter-maria.xml,Braun,Mutter Maria,1913,264,3581,13.5644,13943,18.9342,256.8314
braun-von-braunthal-das-nachtlager-von-granada.xml,Braun von Braunthal,Das Nachtlager von Granada,,396,2554,6.4495,6047,65.487,422.3582
braun-von-braunthal-faust.xml,Braun von Braunthal,Faust,1835,415,2476,5.9663,15643,26.5294,158.2817
brawe-brutus.xml,Brawe,Brutus,1768,62,260,4.1935,12050,5.1452,21.5768
brawe-der-freygeist.xml,Brawe,Der Freygeist,1758,117,427,3.6496,19709,5.9364,21.6652
bredow-goerne-der-lauf-der-welt.xml,Bredow-Görne,Der Lauf der Welt,1871,70,417,5.9571,4135,16.9287,100.8464
bredow-goerne-gute-freunde.xml,Bredow-Görne,Gute Freunde,1871,117,471,4.0256,4288,27.2854,109.8414
bredow-goerne-hypatia.xml,Bredow-Görne,Hypatia,1878,160,787,4.9188,10776,14.8478,73.0327
brentano-die-gruendung-prags.xml,Brentano,Die Gründung Prags,1814,649,5567,8.5778,69993,9.2724,79.5365
brentano-ponce-de-leon.xml,Brentano,Ponce de Leon,1803,669,3533,5.281,34919,19.1586,101.177
bretzner-belmont-und-constanze.xml,Bretzner,Belmont und Constanze oder Die Entführung aus dem Serail,,155,948,6.1161,7040,22.017,134.6591
buechner-dantons-tod.xml,Büchner,Dantons Tod,1835,225,869,3.8622,18662,12.0566,46.5652
buechner-leonce-und-lena.xml,Büchner,Leonce und Lena,1838,134,647,4.8284,8117,16.5086,79.7093
buechner-woyzeck.xml,Büchner,Woyzeck,1875,226,840,3.7168,8945,25.2655,93.9072
bueschel-die-neue-messaline.xml,Büschel,Die neue Messaline,1786,28,91,3.25,4028,6.9513,22.5919
bueschel-julus-und-rhea.xml,Büschel,Julus und Rhea,1779,34,215,6.3235,1960,17.3469,109.6939
bunge-der-trompeter-von-saekkingen.xml,Bunge,Der Trompeter von Säkkingen,,9,38,4.2222,6894,1.3055,5.512
busoni-doktor-faust.xml,Busoni,Doktor Faust,1920,233,1557,6.6824,5066,45.9929,307.3431
busoni-turandot.xml,Busoni,Turandot,1920,134,709,5.291,3486,38.4395,203.385
castelli-jeitteles-der-schicksalsstrumpf.xml,Castelli,Der Schicksalsstrumpf,1818,214,1501,7.014,11604,18.4419,129.3519
chezy-der-neue-narziss.xml,Chézy,Der neue Narziß,1824,52,441,8.4808,4066,12.789,108.4604
chezy-euryanthe.xml,Chézy,Euryanthe,,292,2682,9.1849,5677,51.4356,472.4326
chlumberg-die-fuehrer.xml,Chlumberg,Die Führer,1919,742,3549,4.783,19758,37.5544,179.6234
chlumberg-wunder-um-verdun.xml,Chlumberg,Wunder um Verdun,1931,799,4528,5.6671,20872,38.281,216.9414
collin-balboa.xml,Collin,Balboa,1806,245,938,3.8286,15654,15.651,59.9208
collin-coriolan.xml,Collin,Coriolan,1804,176,690,3.9205,18321,9.6065,37.6617
cornelius-der-barbier-von-bagdad.xml,Cornelius,Der Barbier von Bagdad,,177,1954,11.0395,4920,35.9756,397.1545
costenoble-die-katze-laesst-das-mausen-nicht.xml,Costenoble,Die Katze läßt das Mausen nicht,1811,159,523,3.2893,5597,28.4081,93.4429
cronegk-codrus.xml,Cronegk,Codrus,1758,161,729,4.528,15592,10.3258,46.7547
cronegk-der-misstrauische.xml,Cronegk,Der Mißtrauische,1760,225,882,3.92,24042,9.3586,36.6858
d-elpons-der-ahnherr.xml,d'Elpons,Der Ahnherr,1819,69,234,3.3913,2731,25.2655,85.6829
dauthendey-die-spielereien-einer-kaiserin.xml,Dauthendey,Die Spielereien einer Kaiserin,1910,766,6388,8.3394,28286,27.0805,225.8361
dehmel-die-menschenfreunde.xml,Dehmel,Die Menschenfreunde,1917,347,1963,5.6571,13815,25.1176,142.0919
dehmel-michel-michael.xml,Dehmel,Michel Michael,1911,526,4321,8.2148,12513,42.0363,345.3209
dery-die-selige-insel.xml,Déry,Die selige Insel,1897,32,211,6.5938,4745,6.7439,44.4679
devrient-die-gunst-des-augenblicks.xml,Devrient,Die Gunst des Augenblicks,1836,404,2054,5.0842,15586,25.9207,131.7849
devrient-hans-heiling.xml,Devrient,Hans Heiling,,608,4261,7.0082,9191,66.1517,463.6057
dohm-der-seelenretter.xml,Dohm,Der Seelenretter,1875,162,593,3.6605,7899,20.5089,75.0728
dohm-die-ritter-vom-goldenen-kalb.xml,Dohm,Die Ritter vom Goldenen Kalb,1879,180,1019,5.6611,8287,21.7208,122.9637
dohm-ein-schuss-ins-schwarze.xml,Dohm,Ein Schuß in's Schwarze,1878,251,1202,4.7888,7466,33.6191,160.9965
dohm-vom-stamm-der-asra.xml,Dohm,Vom Stamm der Asra,1875,228,1004,4.4035,8970,25.4181,111.9287
dovsky-mona-lisa.xml,Dovsky,Mona Lisa,,0,0,0.0,5523,0.0,0.0
droste-huelshoff-perdu.xml,Droste-Hülshoff,"Perdu! oder Dichter, Verleger und Blaustrümpfe",1886,608,2669,4.3898,12734,47.7462,209.5964
ebner-eschenbach-am-ende.xml,Ebner-Eschenbach,Am Ende,1897,115,706,6.1391,2955,38.9171,238.9171
ebner-eschenbach-bettelbriefe.xml,Ebner-Eschenbach,Bettelbriefe,1891,77,532,6.9091,4397,17.5119,120.9916
ebner-eschenbach-das-waldfraeulein.xml,Ebner-Eschenbach,Das Waldfräulein,1969,647,2563,3.9614,15606,41.4584,164.2317
ebner-eschenbach-die-selbstsuechtigen.xml,Ebner-Eschenbach,Die Selbstsüchtigen,2010,284,1173,4.1303,9141,31.0688,128.3229
ebner-eschenbach-die-veilchen.xml,Ebner-Eschenbach,Die Veilchen,1862,169,666,3.9408,3546,47.6593,187.8173
ebner-eschenbach-doctor-ritter.xml,Ebner-Eschenbach,Doctor Ritter,1869,57,242,4.2456,3748,15.2081,64.5678
ebner-eschenbach-es-wandelt-niemand-ungestraft-unter-palmen.xml,Ebner-Eschenbach,Es wandelt Niemand ungestraft unter Palmen,1881,108,598,5.537,3123,34.5821,191.4825
ebner-eschenbach-ihre-schwester.xml,Ebner-Eschenbach,Ihre Schwester,1903,72,877,12.1806,2863,25.1484,306.322
ebner-eschenbach-maennertreue.xml,Ebner-Eschenbach,Männertreue,1874,402,1815,4.5149,10089,39.8454,179.8989
ebner-eschenbach-ohne-liebe.xml,Ebner-Eschenbach,Ohne Liebe,1891,230,1436,6.2435,5200,44.2308,276.1538
eckardt-die-vergiftete-traube.xml,Eckardt,Die Vergiftete Traube,1783,144,718,4.9861,7680,18.75,93.4896
eckartshausen-der-pudelhund.xml,Eckartshausen,Der Pudelhund,1800,49,231,4.7143,7980,6.1404,28.9474
eichendorff-das-incognito.xml,Eichendorff,Das Incognito oder Die mehreren Könige oder Alt und Neu,1901,133,793,5.9624,4854,27.4001,163.3704
eichendorff-der-letzte-held-von-marienburg.xml,Eichendorff,Der letzte Held von Marienburg,1830,462,2327,5.0368,20611,22.4152,112.9009
eichendorff-die-freier.xml,Eichendorff,Die Freier,1833,313,1629,5.2045,13774,22.724,118.2663
engel-der-diamant.xml,Engel,Der Diamant,1772,80,275,3.4375,5574,14.3524,49.3362
engel-der-edelknabe.xml,Engel,Der Edelknabe,1774,194,905,4.6649,7039,27.5607,128.5694
engel-eid-und-pflicht.xml,Engel,Eid und Pflicht,1803,499,1870,3.7475,15746,31.6906,118.7603
engelke-wala.xml,Engelke,Wala,,84,723,8.6071,2346,35.8056,308.1841
ernst-die-groesste-suende.xml,Ernst,Die größte Sünde,1895,610,3559,5.8344,20458,29.8172,173.9662
ertler-anna-iwanowna.xml,Ertler,Anna Iwanowna,1920,888,6518,7.3401,18226,48.7216,357.621
ertler-belian-und-marpalye.xml,Ertler,Belian und Marpalye,1924,405,3950,9.7531,10789,37.5382,366.1136
ertler-das-spiel-von-doktor-faust.xml,Ertler,Das Spiel von Doktor Faust,1923,312,1317,4.2212,13074,23.8642,100.7343
essig-der-frauenmut.xml,Essig,Der Frauenmut,1912,700,4417,6.31,22566,31.0201,195.7369
essig-ueberteufel.xml,Essig,Überteufel,1912,756,4174,5.5212,21771,34.7251,191.7229
fock-cili-cohrs.xml,Fock,Cili Cohrs,1914,91,371,4.0769,5134,17.725,72.2633
fouque-aslauga.xml,Motte,Aslauga,1810,145,719,4.9586,14230,10.1897,50.5271
fouque-sigurd-der-schlangentoedter.xml,Motte,"Sigurd, der Schlangentödter",1808,264,1128,4.2727,25757,10.2496,43.7939
fouque-sigurds-rache.xml,Motte,Sigurds Rache,1810,210,1001,4.7667,19402,10.8236,51.5926
frank-sturm-im-wasserglas.xml,Frank,Sturm im Wasserglas,1930,601,3323,5.5291,15941,37.7015,208.4562
frech-von-ehrimfeld-die-gefahr.xml,Frech,Die Gefahr,1804,7,36,5.1429,1319,5.3071,27.2934
freisleben-der-weihnachtstag.xml,Freisleben,Der Weihnachtstag,1827,61,440,7.2131,1547,39.4312,284.4215
freytag-der-gelehrte.xml,Freytag,Der Gelehrte,1848,95,381,4.0105,6412,14.816,59.4198
freytag-die-journalisten.xml,Freytag,Die Journalisten,1854,637,2473,3.8823,24820,25.6648,99.6374
freytag-graf-waldemar.xml,Freytag,Graf Waldemar,1850,413,1526,3.6949,20941,19.7221,72.8714
ganghofer-der-herrgottschnitzer-von-ammergau.xml,Ganghofer,Der Herrgottschnitzer von Ammergau,1880,361,2522,6.9861,18136,19.9052,139.0604
gasser-ramirus.xml,Sager,Ramirus,1775,16,66,4.125,4394,3.6413,15.0205
gehe-jessonda.xml,Gehe,Jessonda,,30,32,1.0667,4540,6.6079,7.0485
gellert-die-betschwester.xml,Gellert,Die Betschwester,1745,49,149,3.0408,17688,2.7702,8.4238
gellert-die-zaertlichen-schwestern.xml,Gellert,Die zärtlichen Schwestern,1747,129,410,3.1783,22195,5.8121,18.4726
gemmingen-hornberg-der-deutsche-hausvater.xml,Gemmingen-Hornberg,Der deutsche Hausvater oder die Familie,1780,273,1781,6.5238,17557,15.5494,101.441
gengenbach-der-nollhart.xml,Gengenbach,Der Nollhart,1517,12,40,3.3333,8611,1.3936,4.6452
gennep-homulus.xml,Gennep,Homulus (Der sünden loin ist der Toid),1540,57,362,6.3509,15139,3.7651,23.9118
gerhaeuser-der-moloch.xml,Gerhäuser,Der Moloch,,305,3373,11.059,5704,53.4712,591.3394
gerstenberg-ugolino.xml,Gerstenberg,Ugolino,1768,203,925,4.5567,14077,14.4207,65.71
gessner-evander-und-alcimna.xml,Gessner,Evander und Alcimna,1762,55,230,4.1818,8257,6.661,27.8552
gleich-der-eheteufel-auf-reisen.xml,Gleich,Der Eheteufel auf Reisen,1822,204,1174,5.7549,12380,16.4782,94.8304
gleim-philotas.xml,Gleim,Philotas,1760,8,38,4.75,3409,2.3467,11.147
goentgen-anna-bell.xml,Göntgen,Anna Bell,1775,57,277,4.8596,5363,10.6284,51.6502
goering-seeschlacht.xml,Goering,Seeschlacht,1917,68,557,8.1912,8992,7.5623,61.944
goethe-clavigo.xml,Goethe,Clavigo,1774,145,797,5.4966,12893,11.2464,61.8165
goethe-das-jahrmarktsfest-zu-plundersweilern.xml,Goethe,Das Jahrmarktsfest zu Plundersweilern,1789,35,243,6.9429,4054,8.6334,59.9408
goethe-der-buergergeneral.xml,Goethe,Der Bürgergeneral,1793,176,772,4.3864,6739,26.1166,114.5571
goethe-der-grosskophta.xml,Goethe,Der Großkophta,1792,329,2129,6.4711,20779,15.8333,102.4592
goethe-der-triumph-der-empfindsamkeit.xml,Goethe,Der Triumph der Empfindsamkeit,1787,131,1409,10.7557,10139,12.9204,138.9683
goethe-des-epimenides-erwachen.xml,Goethe,Des Epimenides Erwachen,1815,105,1048,9.981,5617,18.6933,186.5765
goethe-die-laune-des-verliebten.xml,Goethe,Die Laune des Verliebten,1806,67,433,6.4627,4916,13.629,88.0797
goethe-die-mitschuldigen.xml,Goethe,Die Mitschuldigen,1909,197,915,4.6447,5895,33.4182,155.2163
goethe-die-natuerliche-tochter.xml,Goethe,Die natürliche Tochter,1803,101,514,5.0891,19459,5.1904,26.4145
goethe-die-wette.xml,Goethe,Die Wette,1837,24,266,11.0833,3413,7.0319,77.9373
goethe-egmont.xml,Goethe,Egmont,1788,142,1131,7.9648,23845,5.9551,47.4313
goethe-erwin-und-elmire.xml,Goethe,Erwin und Elmire,1775,44,273,6.2045,5956,7.3875,45.8361
goethe-faust-der-tragoedie-zweiter-teil.xml,Goethe,Faust. Der Tragödie zweiter Teil,1832,426,2031,4.7676,43970,9.6884,46.1906
goethe-faust-eine-tragoedie.xml,Goethe,Faust,1808,272,1335,4.9081,28245,9.63,47.265
goethe-faust-in-urspruenglicher-gestalt.xml,Goethe,Faust [in ursprünglicher Gestalt],1887,153,755,4.9346,11154,13.7171,67.6887
goethe-goetter-helden-und-wieland.xml,Goethe,"Götter, Helden und Wieland",1774,8,25,3.125,3484,2.2962,7.1757
goethe-goetz-von-berlichingen-mit-der-eisernen-hand.xml,Goethe,Götz von Berlichingen mit der eisernen Hand,1773,318,1056,3.3208,25643,12.401,41.1808
goethe-iphigenie-auf-tauris.xml,Goethe,Iphigenie auf Tauris,1787,36,128,3.5556,14532,2.4773,8.8081
goethe-pandora.xml,Goethe,Pandora,1810,56,228,4.0714,6685,8.377,34.1062
goethe-proserpina.xml,Goethe,Proserpina,1778,2,16,8.0,1177,1.6992,13.5939
goethe-satyros.xml,Goethe,Satyros oder der vergötterte Waldteufel,1817,37,180,4.8649,2666,13.8785,67.5169
goethe-stella.xml,Goethe,Stella,1776,161,665,4.1304,11129,14.4667,59.7538
goethe-torquato-tasso.xml,Goethe,Torquato Tasso,1790,56,259,4.625,24754,2.2623,10.463
gotter-der-dorfjahrmarkt.xml,Gotter,Der Dorfjahrmarkt,1778,317,1472,4.6435,9524,33.2843,154.5569
gotter-die-erbschleicher.xml,Gotter,Die Erbschleicher,1789,1090,4056,3.7211,23320,46.741,173.928
gotter-die-geisterinsel.xml,Gotter,Die Geisterinsel,,465,2421,5.2065,10137,45.8716,238.8281
gotter-medea.xml,Gotter,Medea,1782,44,303,6.8864,2048,21.4844,147.9492
gottsched-atalanta.xml,Gottsched,"Atalanta, oder die bezwungene Sprödigkeit",1741,119,404,3.395,14476,8.2205,27.9083
gottsched-der-sterbende-cato.xml,Gottsched,Der sterbende Cato,1732,110,370,3.3636,19233,5.7193,19.2378
gottschedin-das-testament.xml,Gottsched,Das Testament,1745,543,1682,3.0976,20416,26.5968,82.3864
gottschedin-der-witzling.xml,Gottsched,Der Witzling,1745,124,592,4.7742,7637,16.2367,77.5173
gottschedin-die-pietisterey-im-fischbein-rocke.xml,Gottsched,Die Pietisterey im Fischbein-Rocke oder Die Doctormäßige Frau,1736,115,458,3.9826,21447,5.3621,21.355
grabbe-die-hermannsschlacht.xml,Grabbe,Die Hermannsschlacht,1838,298,1752,5.8792,13875,21.4775,126.2703
grabbe-don-juan-und-faust.xml,Grabbe,Don Juan und Faust,1829,277,1461,5.2744,20433,13.5565,71.502
grabbe-hannibal.xml,Grabbe,Hannibal,1835,348,1887,5.4224,14696,23.6799,128.4023
grabbe-herzog-theodor-von-gothland.xml,Grabbe,Herzog Theodor von Gothland,1827,940,5029,5.35,36091,26.0453,139.3422
grabbe-kaiser-friedrich-barbarossa.xml,Grabbe,Kaiser Friedrich Barbarossa,1829,365,2046,5.6055,18806,19.4087,108.7951
grabbe-kaiser-heinrich-der-sechste.xml,Grabbe,Kaiser Heinrich der Sechste,1830,313,2099,6.7061,26989,11.5973,77.7724
grabbe-napoleon.xml,Grabbe,Napoleon oder Die hundert Tage,1831,507,3125,6.1637,31400,16.1465,99.5223
grabbe-scherz-satire-ironie-und-tiefere-bedeutung.xml,Grabbe,"Scherz, Satire, Ironie und tiefere Bedeutung",1827,323,1862,5.7647,14830,21.7802,125.5563
grillparzer-der-gastfreund.xml,Grillparzer,Der Gastfreund,1822,79,564,7.1392,3470,22.7666,162.536
grillparzer-der-traum-ein-leben.xml,Grillparzer,Der Traum ein Leben,1840,365,3434,9.4082,14473,25.2194,237.2694
grillparzer-des-meeres-und-der-liebe-wellen.xml,Grillparzer,Des Meeres und der Liebe Wellen,1840,362,2717,7.5055,16144,22.4232,168.2978
grillparzer-die-ahnfrau.xml,Grillparzer,Die Ahnfrau,1817,233,1429,6.133,17029,13.6825,83.9157
grillparzer-die-argonauten.xml,Grillparzer,Die Argonauten,1822,406,2564,6.3153,12459,32.5869,205.795
grillparzer-die-juedin-von-toledo.xml,Grillparzer,Die Jüdin von Toledo,1872,275,1955,7.1091,14400,19.0972,135.7639
grillparzer-ein-bruderzwist-in-habsburg.xml,Grillparzer,Ein Bruderzwist in Habsburg,1872,490,3270,6.6735,21340,22.9616,153.2334
grillparzer-ein-treuer-diener-seines-herrn.xml,Grillparzer,Ein treuer Diener seines Herrn,1830,437,3151,7.2105,16185,27.0003,194.6864
grillparzer-koenig-ottokars-glueck-und-ende.xml,Grillparzer,König Ottokars Glück und Ende,1825,542,3705,6.8358,22131,24.4905,167.4122
grillparzer-libussa.xml,Grillparzer,Libussa,1872,306,2450,8.0065,18907,16.1845,129.5816
grillparzer-medea.xml,Grillparzer,Medea,1822,239,1382,5.7824,17253,13.8527,80.102
grillparzer-sappho.xml,Grillparzer,Sappho,1819,242,1380,5.7025,14705,16.457,93.8456
grillparzer-weh-dem-der-luegt.xml,Grillparzer,"Weh dem, der lügt!",1840,401,2498,6.2294,14503,27.6495,172.2402
grohmann-der-physiognomist-oder-keine-regel-ohn-ausnahme.xml,Grohmann,Der Physiognomist. Oder: Keine Regel ohn' Ausnahme,1778,100,388,3.88,9537,10.4855,40.6837
grohmann-gioconda-oder-weiberrache-kennt-keine-grenzen.xml,Grohmann,Gioconda oder Weiberrache kennt keine Grenzen,1781,160,824,5.15,11534,13.872,71.441
grohmann-wohlthat-fuer-wohlthat.xml,Grohmann,Wohlthat für Wohlthat,1790,76,451,5.9342,6219,12.2206,72.5197
gronemann-hamans-flucht.xml,Gronemann,Hamans Flucht,1926,116,1139,9.819,3943,29.4192,288.8663
gryphius-absurda-comica-oder-herr-peter-squentz.xml,Gryphius,Absurda Comica oder Herr Peter Squentz,1658,35,555,15.8571,8288,4.223,66.9643
gryphius-cardenio-und-celinde.xml,Gryphius,Cardenio und Celinde oder Unglücklich Verliebete,1657,32,201,6.2812,18986,1.6855,10.5867
gryphius-carolus-stuardus.xml,Gryphius,Carolus Stuardus,1657,51,224,4.3922,31991,1.5942,7.002
gryphius-catharina-von-georgien.xml,Gryphius,Catharina von Georgien oder Bewehrete Beständigkeit,1657,48,260,5.4167,25157,1.908,10.3351
gryphius-horribilicribrifax-teutsch.xml,Gryphius,Horribilicribrifax Teutsch,1663,79,392,4.962,21251,3.7175,18.4462
gryphius-leo-armenius-oder-fuersten-mord.xml,Gryphius,Leo Armenius oder Fürsten-Mord,1650,37,220,5.9459,24100,1.5353,9.1286
gryphius-papinianus.xml,Gryphius,"Großmütiger Rechtsgelehrter oder Sterbender Aemilius Paulus
          Papinianus",1659,45,242,5.3778,29925,1.5038,8.0869
gryphius-verlibtes-gespenste-die-gelibte-dornrose.xml,Gryphius,Verlibtes Gespenste / Die gelibte Dornrose,1661,136,533,3.9191,17809,7.6366,29.9287
guenderode-der-kanonenschlag.xml,Günderode,Der Kanonenschlag oder Das Gastmahl des Tantalus,,28,134,4.7857,1244,22.508,107.717
guenderode-magie-und-schicksal.xml,Günderode,Magie und Schicksal,1805,84,359,4.2738,8111,10.3563,44.2609
guenderode-nikator.xml,Günderode,Nikator,1805,32,101,3.1562,3632,8.8106,27.8084
guenderode-udohla.xml,Günderode,Udohla,1805,41,175,4.2683,5201,7.8831,33.6474
gutzkow-das-urbild-des-tartueffe.xml,Gutzkow,Das Urbild des Tartüffe,1847,434,1631,3.7581,21293,20.3823,76.5979
gutzkow-richard-savage.xml,Gutzkow,Richard Savage oder Der Sohn einer Mutter,1842,324,1854,5.7222,18742,17.2874,98.9222
gutzkow-uriel-acosta.xml,Gutzkow,Uriel Acosta,1847,231,1487,6.4372,15198,15.1994,97.8418
gutzkow-zopf-und-schwert.xml,Gutzkow,Zopf und Schwert,1844,574,2568,4.4739,19540,29.3756,131.4227
haffner-die-fledermaus.xml,Haffner,Die Fledermaus,,468,1740,3.7179,13794,33.9278,126.1418
hafner-der-furchtsame.xml,Hafner,Der Furchtsame,1764,369,1861,5.0434,19919,18.525,93.4284
hafner-die-reisenden-komoedianten.xml,Hafner,"Die reisenden Komödianten, oder der gescheide und dämische
          Impresaro",1762,63,352,5.5873,7554,8.34,46.5978
hafner-maegera-die-foerchterliche-hexe.xml,Hafner,"Mägera, die förchterliche Hexe oder Das bezauberte Schloß des Herrn von
          Einhorn",1764,379,2710,7.1504,19816,19.126,136.7582
hagemann-ludwig-der-springer.xml,Hagemann,Ludwig der Springer,1793,249,1607,6.4538,13740,18.1223,116.9578
hallmann-mariamne.xml,Hallmann,Mariamne,1670,53,440,8.3019,25809,2.0535,17.0483
halm-der-sohn-der-wildnis.xml,Halm,Der Sohn der Wildnis,1843,302,2225,7.3675,18335,16.4712,121.3526
hartleben-die-sittliche-forderung.xml,Hartleben,Die sittliche Forderung,1897,174,948,5.4483,4415,39.4111,214.7225
hartleben-hanna-jagert.xml,Hartleben,Hanna Jagert,1893,659,3796,5.7602,16576,39.7563,229.0058
hartleben-rosenmontag.xml,Hartleben,Rosenmontag,1898,859,6140,7.1478,19085,45.0092,321.7186
hasenclever-der-sohn.xml,Hasenclever,Der Sohn,1914,326,2320,7.1166,20916,15.5862,110.9199
hauptmann-carl-der-antiquar.xml,Hauptmann,Der Antiquar,1909,218,1824,8.367,5642,38.6388,323.2896
